"file","row","header","expected_value","deleted_count","deleted_content"
"acs-nmcb-1.csv",41,"O_34_MOUSETYPE","mousetype",0,
"acs-nmcb-1.csv",42,"O_34_MOUSETYPE","mousetype",0,
"acs-nmcb-1.csv",43,"O_34_MOUSETYPE","mousetype",0,
"acs-nmcb-2.csv",3,"O_50_message","message",2,"12 || 2"
"acs-nmcb-2.csv",3,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 12022026 || 11:36.50 || 11:37.25 || 35613 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 87 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 96 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 93 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 8 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 9 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 82 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 10 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 83 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 86 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 7"
"acs-nmcb-2.csv",3,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",3,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",4,"O_50_message","message",2,"9 || 5"
"acs-nmcb-2.csv",4,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 17022026 || 16:09.49 || 16:10.29 || 40518 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 2 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 1 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 3 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 85 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 0 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 86 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 3 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 90 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 90 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",4,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",4,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",5,"O_50_message","message",2,"12 || 4"
"acs-nmcb-2.csv",5,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 20022026 || 18:40.24 || 18:41.51 || 87227 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 72 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 86 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 72 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 39 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 0 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 27 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 26 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 36 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 100 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",6,"O_50_message","message",2,"15 || 3"
"acs-nmcb-2.csv",6,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 22022026 || 12:30.42 || 12:31.30 || 48565 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 76 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 88 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 36 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 14 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 26 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 48 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 63 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 21 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 45 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",6,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",6,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",7,"O_50_message","message",2,"9 || 3"
"acs-nmcb-2.csv",7,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 01032026 || 14:33.56 || 14:35.06 || 69932 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 94 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 94 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 97 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 8 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 20 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 0 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 100 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 0 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 28 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",7,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",7,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",8,"O_50_message","message",2,"6 || 2"
"acs-nmcb-2.csv",8,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 23022026 || 16:24.10 || 16:24.57 || 47167 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 72 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 92 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 73 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 9 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 90 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 29 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 39 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 32 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 88 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",8,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",8,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",9,"O_50_message","message",2,"10 || 4"
"acs-nmcb-2.csv",9,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 13032026 || 16:03.08 || 16:04.13 || 64946 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 16 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 23 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 0 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 79 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 10 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 78 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 11 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 92 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 100 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",9,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",9,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",10,"O_50_message","message",2,"10 || 2"
"acs-nmcb-2.csv",10,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 19032026 || 16:33.06 || 16:33.53 || 47179 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 94 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 99 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 97 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 0 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 19 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 64 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 37 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 63 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 39 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",10,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",10,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",11,"O_50_message","message",2,"9 || 3"
"acs-nmcb-2.csv",11,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 03032026 || 17:57.52 || 17:58.32 || 39923 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 11 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 13 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 5 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 78 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 20 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 91 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 6 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 82 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 83 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 4"
"acs-nmcb-2.csv",11,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",11,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",12,"O_50_message","message",2,"11 || 5"
"acs-nmcb-2.csv",12,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 08032026 || 20:19.59 || 20:20.33 || 34138 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 0 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 6 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 4 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 91 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 0 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 94 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 1 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 98 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 90 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 1"
"acs-nmcb-2.csv",12,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",12,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",13,"O_50_message","message",2,"8 || 4"
"acs-nmcb-2.csv",13,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 23032026 || 09:55.49 || 09:56.38 || 48876 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 4 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 4 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 5 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 98 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 2 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 98 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 2 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 97 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 97 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 2"
"acs-nmcb-2.csv",13,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",13,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",14,"O_50_message","message",2,"8 || 2"
"acs-nmcb-2.csv",14,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 17032026 || 10:22.16 || 10:23.05 || 48885 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 85 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 80 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 0 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 12 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 8 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 24 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 22 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 23 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 100 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 80"
"acs-nmcb-2.csv",15,"O_50_message","message",2,"10 || 2"
"acs-nmcb-2.csv",15,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 23032026 || 17:29.47 || 17:30.29 || 41959 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 85 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 50 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 8 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 0 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 84 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 78 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 14 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 83 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 21 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 50"
"acs-nmcb-2.csv",15,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",15,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",16,"O_28_DIGITS_FW","forward",11,"forward-demo || 30032026 || 12:20.56 || 12:21.21 || 25156 || 3 || 3 || 2 || 0 || digitspan || 3975"
"acs-nmcb-2.csv",16,"O_50_message","message",2,"11 || 3"
"acs-nmcb-2.csv",16,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 30032026 || 14:43.29 || 14:44.23 || 54421 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 69 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 85 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 92 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 7 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 16 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 32 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 59 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 15 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 39 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 1"
"acs-nmcb-2.csv",17,"O_50_message","message",2,"9 || 3"
"acs-nmcb-2.csv",17,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 01042026 || 22:14.27 || 22:15.23 || 55828 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 100 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 100 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 71 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 0 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 97 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 26 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 49 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 18 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 80 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 22"
"acs-nmcb-2.csv",17,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",17,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",18,"O_50_message","message",2,"9 || 3"
"acs-nmcb-2.csv",18,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 24032026 || 12:32.03 || 12:32.48 || 44762 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 72 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 96 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 64 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 0 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 35 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 3 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 92 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 2 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 9 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 18"
"acs-nmcb-2.csv",18,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",18,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",19,"O_50_message","message",2,"9 || 3"
"acs-nmcb-2.csv",19,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 02042026 || 11:08.49 || 11:09.34 || 45503 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 67 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 89 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 50 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 39 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 0 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 18 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 90 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 19 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 82 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",19,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",19,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",20,"O_50_message","message",2,"9 || 3"
"acs-nmcb-2.csv",20,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 01042026 || 11:39.13 || 11:39.56 || 43286 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 100 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 98 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 73 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 0 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 80 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 11 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 69 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 7 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 9 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 70"
"acs-nmcb-2.csv",21,"O_50_message","message",2,"9 || 3"
"acs-nmcb-2.csv",21,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 28042026 || 07:17.13 || 07:17.53 || 39996 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 1 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 6 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 0 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 87 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 0 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 94 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 0 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 92 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 87 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",21,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",21,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",22,"O_50_message","message",2,"10 || 2"
