"file","row","header","expected_value","actual_value","explicit_checkpoint_exists","mismatch_type"
"acs-nmcb-1.csv",1,"O_6_mouse","mouse",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_6_HANDEDNESS","handedness",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_7_typetest_element","typetest",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_8_clickskills_element","clickskills",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_9_dragskills_element","dragskills",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_9_dragskills_element","dragskills",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_41_questionnaire1","questionnaire",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_41_questionnaire1","questionnaire",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_14_wordlist","wordslist",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_14_wordlist","wordslist",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_42_message_break","message-break",,FALSE,"missing"
"acs-nmcb-1.csv",7,"O_42_message_break","message-break",,FALSE,"missing"
"acs-nmcb-1.csv",1,"O_27_digitspan_element1","digitspan",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_27_digitspan_element1","digitspan",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_27_DIGITS_FW_DEMO","forward-demo",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_27_DIGITS_FW_DEMO","forward-demo",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_28_digitspan_element2","digitspan",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_28_digitspan_element2","digitspan",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_28_DIGITS_FW","forward",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_28_DIGITS_FW","forward",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_29_digitspan_element3","digitspan",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_29_digitspan_element3","digitspan",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_29_DIGITS_BW_DEMO","reverse-demo",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_29_DIGITS_BW_DEMO","reverse-demo",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_30_digitspan_element4","digitspan",,FALSE,"missing"
"acs-nmcb-1.csv",7,"O_30_digitspan_element4","digitspan",,FALSE,"missing"
"acs-nmcb-1.csv",1,"O_30_DIGITS_BW","reverse",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_30_DIGITS_BW","reverse",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_43_message_break","message-break",,FALSE,"missing"
"acs-nmcb-1.csv",7,"O_43_message_break","message-break",,FALSE,"missing"
"acs-nmcb-1.csv",1,"O_44_questionnaire2","questionnaire",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_44_questionnaire2","questionnaire",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_45_questionnaire3","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",7,"O_45_questionnaire3","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",1,"O_45_questionnaire_ntli1","questionnaire-ntli",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_45_questionnaire_ntli1","questionnaire-ntli",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_48_questionnaire4","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",7,"O_48_questionnaire4","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",23,"O_48_questionnaire4","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",1,"O_49_message_break","message-break",,FALSE,"missing"
"acs-nmcb-1.csv",7,"O_49_message_break","message-break",,FALSE,"missing"
"acs-nmcb-1.csv",23,"O_49_message_break","message-break",,FALSE,"missing"
"acs-nmcb-1.csv",1,"O_50_message_break","message-break",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_50_message_break","message-break",,TRUE,"missing"
"acs-nmcb-1.csv",23,"O_50_message_break","message-break",,TRUE,"missing"
"acs-nmcb-1.csv",1,"O_51_questionnaire5","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",7,"O_51_questionnaire5","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",23,"O_51_questionnaire5","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",1,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",7,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",23,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-1.csv",1,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-1.csv",7,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-1.csv",23,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-1.csv",1,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-1.csv",7,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-1.csv",23,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-1.csv",41,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-1.csv",42,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-1.csv",43,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_4_video_element1","video",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_4_video_element1","video",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_4_video_element1","video",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_5_video_element2","video",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_5_video_element2","video",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_5_video_element2","video",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_6_mouse","mouse",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_6_mouse","mouse",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_6_mouse","mouse",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_6_HANDEDNESS","handedness",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_6_HANDEDNESS","handedness",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_6_HANDEDNESS","handedness",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_7_typetest_element","typetest",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_7_typetest_element","typetest",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_7_typetest_element","typetest",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_8_clickskills_element","clickskills",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_8_clickskills_element","clickskills",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_8_clickskills_element","clickskills",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_9_dragskills_element","dragskills",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_9_dragskills_element","dragskills",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_9_dragskills_element","dragskills",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_41_questionnaire1","questionnaire",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_41_questionnaire1","questionnaire",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_41_questionnaire1","questionnaire",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_14_wordlist","wordslist",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_14_wordlist","wordslist",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_14_wordlist","wordslist",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_42_message_break","message-break",,FALSE,"missing"
"acs-nmcb-2.csv",2,"O_42_message_break","message-break",,FALSE,"missing"
"acs-nmcb-2.csv",34,"O_42_message_break","message-break",,FALSE,"missing"
"acs-nmcb-2.csv",1,"O_27_digitspan_element1","digitspan",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_27_digitspan_element1","digitspan",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_27_digitspan_element1","digitspan",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_27_DIGITS_FW_DEMO","forward-demo",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_27_DIGITS_FW_DEMO","forward-demo",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_27_DIGITS_FW_DEMO","forward-demo",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_28_digitspan_element2","digitspan",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_28_digitspan_element2","digitspan",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_28_digitspan_element2","digitspan",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_28_DIGITS_FW","forward",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_28_DIGITS_FW","forward",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_28_DIGITS_FW","forward",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_29_digitspan_element3","digitspan",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_29_digitspan_element3","digitspan",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_29_digitspan_element3","digitspan",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_29_DIGITS_BW_DEMO","reverse-demo",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_29_DIGITS_BW_DEMO","reverse-demo",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_29_DIGITS_BW_DEMO","reverse-demo",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_30_digitspan_element4","digitspan",,FALSE,"missing"
"acs-nmcb-2.csv",2,"O_30_digitspan_element4","digitspan",,FALSE,"missing"
"acs-nmcb-2.csv",34,"O_30_digitspan_element4","digitspan",,FALSE,"missing"
"acs-nmcb-2.csv",1,"O_30_DIGITS_BW","reverse",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_30_DIGITS_BW","reverse",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_30_DIGITS_BW","reverse",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_43_message_break","message-break",,FALSE,"missing"
"acs-nmcb-2.csv",2,"O_43_message_break","message-break",,FALSE,"missing"
"acs-nmcb-2.csv",34,"O_43_message_break","message-break",,FALSE,"missing"
"acs-nmcb-2.csv",1,"O_44_questionnaire2","questionnaire",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_44_questionnaire2","questionnaire",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_44_questionnaire2","questionnaire",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_45_questionnaire3","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",2,"O_45_questionnaire3","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",34,"O_45_questionnaire3","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",1,"O_45_questionnaire_ntli1","questionnaire-ntli",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_45_questionnaire_ntli1","questionnaire-ntli",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_45_questionnaire_ntli1","questionnaire-ntli",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_48_questionnaire4","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",2,"O_48_questionnaire4","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",34,"O_48_questionnaire4","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",1,"O_49_message_break","message-break",,FALSE,"missing"
"acs-nmcb-2.csv",2,"O_49_message_break","message-break",,FALSE,"missing"
"acs-nmcb-2.csv",34,"O_49_message_break","message-break",,FALSE,"missing"
"acs-nmcb-2.csv",1,"O_50_message_break","message-break",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_50_message_break","message-break",,TRUE,"missing"
"acs-nmcb-2.csv",34,"O_50_message_break","message-break",,TRUE,"missing"
"acs-nmcb-2.csv",1,"O_51_questionnaire5","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",2,"O_51_questionnaire5","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",34,"O_51_questionnaire5","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",1,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",2,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",3,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",4,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",5,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",6,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",7,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",8,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",9,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",10,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",11,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",12,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",13,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",14,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",15,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",16,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",17,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",18,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",19,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",20,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",21,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",22,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",23,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",24,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",25,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",26,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",27,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",28,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",29,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",30,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",31,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",32,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",33,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",34,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",35,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",36,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",37,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",38,"O_52_questionnaire6","questionnaire",,FALSE,"missing"
"acs-nmcb-2.csv",1,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",2,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",3,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",4,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",5,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",6,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",7,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",8,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",9,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",10,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",11,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",12,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",13,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",14,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",15,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",16,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",17,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",18,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",19,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",20,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",21,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",22,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",23,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",24,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",25,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",26,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",27,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",28,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",29,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",30,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",31,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",32,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",33,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",34,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",35,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",36,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",37,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",38,"O_52_questionnaire_ntli2","questionnaire-ntli",,FALSE,"missing"
"acs-nmcb-2.csv",1,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",2,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",3,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",4,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",5,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",6,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",7,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",8,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",9,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",10,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",11,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",12,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",13,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",14,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",15,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",16,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",17,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",18,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",19,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",20,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",21,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",22,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",23,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",24,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",25,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",26,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",27,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",28,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",29,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",30,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",31,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",32,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
"acs-nmcb-2.csv",33,"O_34_MOUSETYPE","mousetype",,TRUE,"missing"
